code,description
M40.4,Các ưỡn cột sống khác
M40.5,Ưỡn cột sống không đặc hiệu
M41,Vẹo cột sống
M41.1,Vẹo cột sống tự phát thiếu niên
M41.2,Các vẹo cột sống tự phát khác
M41.3,Vẹo cột sống do bất thường vùng ngực
M41.4,Vẹo cột sống do nguyên nhân thần kinh-cơ
M41.9,Vẹo cột sống không đặc hiệu
M42,Viêm xương sụn cột sống
M42.0,Viêm xương sụn cột sống thanh thiếu niên
M42.9,Hư điểm cốt hóa cột sống không đặc hiệu
M43,Các biến dạng khác của cột sống
M43.0,Trượt đốt sống
M43.3,Bán trật khớp trục-đội hay tái phát có tổn thương tủy sống
M43.4,Bán trật khớp trục-đội hay tái phát khác
M43.5,Các bán trật đốt sống hay tái phát khác
M43.6,Vẹo cổ
P13.3,Chấn thương các xương dài khác khi sinh
P13.4,gẫy xương đòn do chấn thương khi sinh
P13.9,"Chấn thương xương khi sinh, chưa xác định"
P14,Chấn thương hệ thần kinh ngoại vi khi sinh
P14.0,Liệt Erb do chấn thương khi sinh
P14.1,Liệt Klumpke do chấn thương khi sinh
P14.3,Chấn thương khác của đám rối cánh tay khi sinh
P14.8,Chấn thương các phần khác của hệ thần kinh ngoại vi khi sinh
P14.9,"Chấn thương hệ thần kinh ngoại vi khi sinh, không được định rõ"
P15,Chấn thương khác khi sinh
P15.0,Chấn thương gan khi sinh
P15.2,Chấn thương ức chũm khi sinh
P15.3,Chấn thương mắt khi sinh
P15.4,Chấn thương mặt khi sinh
P15.5,Chấn thương bộ phận sinh dục ngoài khi sinh
P15.8,Chấn thương khi sinh được xác định rõ khác
P15.9,Chấn thương khi sinh không được định rõ
P20,Thiếu oxy trong tử cung
P20.0,Giảm oxy máu của thai nhi trong tử cung từ trước khi bắt đầu chuyển dạ
P20.1,Giảm oxy máu của thai nhi trong tử cung trong chuyển dạ và trong đẻ
P21,Ngạt khi sinh
P21.0,Ngạt nặng khi sinh
P21.1,Ngạt nhẹ và trung bình khi sinh
P21.9,"Ngạt khi đẻ, chưa xác định"
P22,Suy hô hấp của trẻ sơ sinh
P22.0,Hội chứng suy hô hấp của trẻ sơ sinh
P22.8,Suy hô hấp khác của trẻ sơ sinh
P22.9,"Suy hô hấp của trẻ sơ sinh, chưa xác định"
P23,Viêm phổi bẩm sinh
P23.0,Viêm phổi bẩm sinh do virus
P23.1,Viêm phổi bẩm sinh do chlamydia
P23.3,Viêm phổi bẩm sinh do liên cầu nhóm B
P23.4,Viêm phổi bẩm sinh do E Coli
P23.5,Viêm phổi bẩm sinh do Pseudomonas
P23.8,Viêm phổi bẩm sinh do các mầm bệnh khác
P23.9,"Viêm phổi bẩm sinh, chưa xác định"
P24,Các hội chứng hít của trẻ sơ sinh
P24.0,Sơ sinh hít phân su
P24.1,Sơ sinh hít nước ối và niêm dịch
P24.2,Sơ sinh hít phải máu
P24.3,Sơ sinh hít sữa và thức ăn trào lên
P24.8,Các hội chứng hít khác của trẻ sơ sinh
P24.9,"Hội chứng hít của trẻ sơ sinh, chưa xác định"
P25,Tràn khí tổ chức kẽ phổi và các bệnh lý liên quan xuất phát trong thời kỳ chu sinh
Q53.12,"Tinh hoàn lạc chỗ ở tầng sinh môn, một bên"
Q53.2,Tinh hoàn chưa xuống bìu hai bên
Q53.20,"Tinh hoàn chưa xuống bìu hai bên, không xác định"
Q53.22,Tinh hoàn lạc chỗ ở tầng sinh môn hai bên
Q53.9,"Tinh hoàn chưa xuống bìu, không đặc hiệu"
Q54,Lỗ đái lệnh thấp
Q54.0,Lỗ đái thấp thể quy đầu
Q54.2,Lỗ đái lệch thấp thể dương vật - bìu
O75.0,"Tình trạng nguy cấp của mẹ trong chuyển dạ, trong đẻ"
O75.1,choáng trong hay sau chuyển dạ và đẻ
O75.2,"Sốt trong chuyển dạ, không xếp loại ở chỗ khác"
O75.3,Nhiễm khuẩn khác trong chuyển dạ
O75.4,Biến chứng khác của phẩu thuật và thủ thuật sản khoa
O75.5,Đẻ muộn sau khi bấm ối
O75.7,Đẻ đường dưới sau mổ lấy thai cũ
O75.8,Biến chứng chỉ rõ khác của chuyển dạ và đẻ
O75.9,Biến chứng của chuyển dạ và đẻ chưa xác định rõ
O80,Đẻ thường một thai
O80.0,Đẻ thường ngôi đầu
O80.8,Đẻ thường một thai khác
O80.9,Đẻ thường một thai chưa xác định rõ
O81,Đẻ một thai bằng forcep hay giác hút
O81.1,Đặt forcep trung bình
O81.2,Đặt forcep trung bình có quay
O81.4,Đặt giác hút
O81.5,Đặt phối hợp cả forcep và giác hút
O82,Mổ lấy thai cho một thai
O82.0,Mổ lấy thai chủ động
O82.2,"Mổ lấy thai, tiếp theo cắt tử cung"
O82.8,Mổ lấy thai khác cho một thai
O82.9,Mổ lấy thai chưa xác định rõ
O83.0,Kéo thai trong ngôi mông
O83.1,Thủ thuật khác trong ngôi mông
O83.2,Đẻ nhờ thủ thuật khác bằng tay
O83.4,Các thủ thuật hủy thai
O83.8,Các thủ thuật chỉ rõ khác trong đẻ một thai
O83.9,Các thủ thuật chưa xác định rõ khác trong đẻ một thai
O84,Đẻ nhiều thai
O84.0,Đẻ nhiều thai hoàn toàn tự nhiên
O84.1,"Đẻ nhiều thai, tất cả bằng forcep hay giác hút"
O84.2,"Đẻ nhiều thai, tất cả bằng mổ lấy thai"
O84.8,Đẻ nhiều thai khác
O84.9,Đẻ nhiều thai chưa xác định rõ
O85,Nhiễm khuẩn sau đẻ
O86,Nhiễm khuẩn sau đẻ khác
Q01.1,Thóat vị não qua vùng mũi trán
Q01.2,Thóat vị não vùng chẩm
Q01.8,Thóat vị não ở những vị trí khác
Q01.9,Thóat vị não không đặc hiệu
Q02,Tật đầu nhỏ
Q03.0,Dị tật kênh Sylvius
Q03.1,Khuyết lỗ Magendie và Luschka
Q03.8,Não úng thủy bẩm sinh khác
Q04,Dị tật bẩm sinh khác của não
Q04.0,Các dị tật bẩm sinh thể chai
Q04.1,Tật không khứu não
Q04.2,Tật toàn bộ não trước
Q04.4,Loạn sản vách ngăn thần kinh thị giác
Q04.5,Tật não to
Q04.6,Nang nước não bẩm sinh
Q04.9,"Dị tật bẩm sinh não, không đặc hiệu"
Q05,Nứt đốt sống
Q05.0,Nứt đốt sống cổ với não úng thủy
Q05.1,Nứt đốt sống ngực với não úng thủy
Q05.3,Nứt đốt cùng cụt với não úng thủy
P01.5,Thai nhi và trẻ sơ sinh bị ảnh hưởng do đa thai
P01.6,Thai nhi và trẻ sơ sinh bị ảnh hưởng do tử vong mẹ
P01.7,Thai nhi và trẻ sơ sinh bị ảnh hưởng do ngôi bất thường trước khi chuyển dạ
P01.8,Thai nhi và trẻ sơ sinh bị ảnh hưởng do các biến chứng thai nghén khác của mẹ
P02,"Thai nhi và trẻ sơ sinh bị ảnh hưởng do các biến chứng của bánh rau, dây rốn và các màng thai"
P02.0,Thai nhi và trẻ sơ sinh bị ảnh hưởng do rau tiền đạo
P02.1,Thai nhi và trẻ sơ sinh bị ảnh hưởng do các hình thái bong rau và chảy máu khác
P02.2,Thai nhi và trẻ sơ sinh bị ảnh hưởng do các bất thường về hình thái và chức năng khác chưa xác định của bánh rau
P02.3,Thai nhi và trẻ sơ sinh bị ảnh hưởng do hội chứng truyền máu trong bánh rau
P02.4,Thai nhi và trẻ sơ sinh bị ảnh hưởng do sa dây rốn
P02.5,Thai nhi và trẻ sơ sinh bị ảnh hưởng do các chèn ép khác của dây rốn
Q24.6,Nghẽn tim bẩm sinh
Q24.8,Các dị tật bẩm sinh đặc hiệu khác của tim
Q25,Các dị tật bẩm sinh của các động mạch lớn
Q25.0,Còn ống động mạch
Q25.1,Hẹp eo động mạch chủ
Q25.2,Teo động mạch chủ
Q25.3,Hẹp động mạch chủ
Q25.5,Teo động mạch phổi
Q25.6,Hẹp động mạch phổi
Q25.7,Các dị tật bẩm sinh khác của động mạch phổi
Q25.8,Các dị tật bẩm sinh khác của động mạch lớn
Q26,Các dị tật bẩm sinh của các tĩnh mạch lớn
Q26.0,Hẹp tĩnh mạch chủ bẩm sinh
Q26.1,Còn tĩnh mạch chủ trên trái
Q26.2,Hồi lưu tĩnh mạch phổi bất thường hoàn toàn
Q26.3,Hồi lưu tĩnh mạch phổi bất thường một phần
Q26.4,"Hồi lưu tĩnh mạch phổi bất thường, không đặc hiệu"
Q26.6,Rò động mạch gan - tĩnh mạch cửa
Q26.8,Các dị tật bẩm sinh khác của các tĩnh mạch lớn
Q26.9,"Dị tật bẩm sinh của các tĩnh mạch lớn, không đặc hiệu"
Q27,Các dị tật bẩm sinh khác của hệ thống mạch máu ngoại biên
Q27.1,Hẹp động mạch thận bẩm sinh
Q27.2,Các dị tật bẩm sinh khác của động mạch thận
Q27.3,Dị tật động - tĩnh mạch ngoại biên
Q27.4,Dãn tĩnh mạch bẩm sinh
Q27.8,Các dị tật bẩm sinh đặc hiệu khác của hệ thống mạch ngoại biên
Q28,Các dị tật bẩm sinh khác của hệ thống tuần hoàn
Q28.0,Dị tật động - tĩnh mạch của các mạch máu trước não
Q28.1,Các dị tật khác của các mạch máu trước não
Q28.2,Dị tật động - tĩnh mạch của các mạch máu não
Q28.3,Các dị tật khác của các mạch máu não
Q28.8,Những dị tật đặc hiệu khác của hệ tuần hoàn
Q30,Các bất thường-bẩm sinh ở mũi
Q30.0,Teo lỗ mũi
Q30.1,Bất sản và kém phát triển mũi
Q30.2,"Mũi có rãnh, có lõm hoặc nứt kẽ"
M43.9,Các bệnh cột sống có dị tật không đặc hiệu
M45,Bệnh viêm cột sống dính khớp
M46,Các bệnh viêm cột sống khác
M46.0,Bệnh gân-dây chằng quanh cột sống
M46.1,"Viêm khớp cùng chậu, chưa xếp loại ở mục khác"
M46.2,Viêm xương tủy thân đốt sống
M46.4,"Viêm đĩa đệm, không xác định"
M46.5,Các bệnh nhiễm khuẩn khác của thân đốt sống
M46.8,"Các bệnh viêm khác của thân đốt sống, được xác định"
M46.9,Viêm đốt sống không đặc hiệu
M47,thoái hóa cột sống
M47.00,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vị trí không xác định"
M47.01,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vùng occipito-atlanto-axial"
M47.02,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vùng cổ"
M47.03,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vùng cổ ngực"
M47.04,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vùng ngực"
M47.05,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vùng ngực bụng"
M47.06,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vùng thắt lưng"
M47.07,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vùng bụng cùng"
M47.08,"Hội chứng chèn ép động mạch sống và động mạch gai sống trước, vùng cùng và cùng cụt"
M47.1,thoái hóa cột sống khác kèm tổn thương tủy sống
M47.11,"Thoái hoá cột sống khác kèm tổn thương tủy sống, vùng occipito-atlanto-axial"
M47.12,"Thoái hoá cột sống khác kèm tổn thương tủy sống, vùng cổ"
M47.13,"Thoái hoá cột sống khác kèm tổn thương tủy sống, vùng cổ ngực"
M47.14,"Thoái hoá cột sống khác kèm tổn thương tủy sống, vùng ngực"
M47.15,"Thoái hoá cột sống khác kèm tổn thương tủy sống, vùng ngực bụng"
M47.16,"Thoái hoá cột sống khác kèm tổn thương tủy sống, vùng thắt lưng"
M47.17,"Thoái hoá cột sống khác kèm tổn thương tủy sống, vùng bụng cùng"
M47.2,thoái hóa cột sống khác có tổn thương rễ sống
M47.20,"Thoái hoá cột sống khác có tổn thương rễ sống, vị trí không xác định"
M47.21,"Thoái hoá cột sống khác có tổn thương rễ sống, vùng occipito-atlanto-axial"
M47.22,"Thoái hoá cột sống khác có tổn thương rễ sống, vùng cổ"
M47.23,"Thoái hoá cột sống khác có tổn thương rễ sống, vùng cổ ngực"
M47.24,"Thoái hoá cột sống khác có tổn thương rễ sống, vùng ngực"
M47.25,"Thoái hoá cột sống khác có tổn thương rễ sống, vùng ngực bụng"
M47.27,"Thoái hoá cột sống khác có tổn thương rễ sống, vùng bụng cùng"
M47.28,"Thoái hoá cột sống khác có tổn thương rễ sống, vùng cùng và cùng cụt"
M47.8,Các thoái hóa cột sống khác
Q54.3,Lỗ đái lệch thấp ở tầng sinh môn
Q54.4,Cong dương vật bẩm sinh
Q54.9,Lỗ đái lệch thấp không đặc hiệu
Q55,Các dị tật bẩm sinh khác của cơ quan sinh dục nam
Q55.0,Không có hoặc bất sản tinh hoàn
Q55.1,Giảm sản tinh hoàn và bìu
Q55.20,"Các dị tật bẩm sinh không xác định của tinh hoàn và bìu, Các dị tật bẩm sinh  của tinh hoàn và bìu NOS"
Q55.21,Nhiều tinh hoàn
Q55.22,Tinh hoàn co rút
Q55.23,Chuyển vị bìu
Q55.29,Các dị tật bẩm sinh khác của tinh hoàn và bìu
Q55.4,"Các dị tật bẩm sinh khác của ống dẫn tinh, mào tinh, túi tinh và tuyến tiền liệt"
Q55.5,Thiếu và bất sản dương vật bẩm sinh
Q55.8,Dị tật bẩm sinh đặc hiệu khác của cơ quan sinh dục nam
Q55.9,Dị tật bẩm sinh của cơ quan sinh dục nam không đặc hiệu
Q56,Không xác định giới tính và hội chứng giả lưỡng giới
Q56.0,"Hội chứng lưỡng giớí, không phân loại ở chỗ khác"
Q56.2,Hội chứng lưỡng giới giả nữ không phân loại ở chỗ khác
Q56.3,Hội chứng lưỡng giới giả không đặc hiệu
Q56.4,không đặc hiệu giới tính không đặc hiệu
Q60,Không có thận và các Khuyết tật khác của thận
Q60.0,Không có thận một bên
Q60.1,Không có thận cả hai bên
Q60.2,Không có thận không đặc hiệu
Q60.4,Giảm sản thận hai bên
Q60.5,Giảm sản thận không đặc hiệu
Q60.6,Hội chứng Potter
Q61.0,Nang thận đơn bẩm sinh
Q61.1,"Bệnh thận đa nang, di truyền lặn trên nhiễm sắc thể thường"
Q61.3,Thận đa nang không đặc hiệu
Q61.4,Loạn sản thận
Q61.5,Nang ở tủy thận
Q61.8,Các loại bệnh nang thận khác
Q61.9,Bệnh nang thận không đặc hiệu
Q62,Các bệnh lý tắc bẩm sinh của bể thận và các dị tật bẩm sinh của niệu quản
Q62.1,Teo và hẹp niệu quản
Q62.2,Phình to niệu quản bẩm sinh
Q62.3,Các bệnh lý tắc khác của bể và niệu quản
Q62.5,Niệu quản đôi
Q62.6,Thay đổi vị trí của niệu quản
Q62.8,Các dị tật bẩm sinh khác của niệu quản
Q63,Các dị tật bẩm sinh khác của thận
Q63.0,Thận phụ
Q63.1,"Thận móng ngựa, thận dính, thận phân thùy"
Q63.2,Thận lạc chỗ
Q63.3,Thận khổng lồ và tăng sản
Q63.8,Các dị tật bẩm sinh đặc hiệu khác của thận
Q63.9,Dị tật bẩm sinh của thận không đặc hiệu
Q64,Các dị tật bẩm sinh khác của hệ tiết niệu
Q64.0,Lỗ đái lệch cao
Q64.1,Bàng quang lộ ngoài
Q64.10,"Bàng quang lộ ngoài, không xác định, bàng quang lạc chổ"
O15.9,Sản giật chưa xác định rõ thời kỳ xảy ra
Q05.4,Nứt đốt sống không đặc hiệu với não úng thủy
Q05.5,Nứt đốt sống cổ không có não úng thủy
Q05.6,Nứt đốt sống ngực không có não úng thủy
Q05.7,Nứt đốt sống thắt lưng không có não úng thủy
Q05.9,Nứt đốt sống không đặc hiệu
Q06,Các dị tật bẩm sinh khác của tủy sống
Q06.0,Tật không có tủy sống
Q06.1,Thiểu sản và loạn sản thừng cột sống
Q06.3,Các dị tật bẩm sinh khác ở vùng đuôi ngựa
Q06.4,Ứ nước ống nội tủy
Q06.8,Dị tật bẩm sinh tủy sống đặc hiệu khác
Q07,Dị tật bẩm sinh khác của hệ thần kinh
Q07.0,Hội chứng Arnold Chiari
Q07.8,Dị tật bẩm sinh của hệ thần kinh đặc hiệu khác
Q07.9,"Dị tật bẩm sinh hệ thần kinh, không đặc hiệu"
Q01.0,Thóat vị não thuỳ trán
Q10,"Các dị tật bẩm sinh của mi mắt, ổ mắt và bộ máy bài tiết nước mắt"
Q10.0,Sụp mí bẩm sinh
Q10.2,Quặm bẩm sinh
Q10.3,Các dị tật mí mắt bẩm sinh khác
Q10.5,Hẹp hoặc chít hẹp bẩm sinh ống dẫn lệ
Q10.6,Các dị tật bẩm sinh khác của ống dẫn lệ
Q10.7,Dị tật bẩm sinh hố mắt
Q11,"Các dị tật không có mắt, mắt bé, mắt to"
Q11.0,Nhãn cầu dạng túi
Q11.2,Dị tật mắt bé
Q11.3,Dị tật mắt to
Q12,Các dị tật bẩm sinh của thủy tinh thể
Q12.0,Đục thủy tinh thể bẩm sinh
Q12.2,Khuyết thủy tinh thể
Q12.3,Thiếu thủy tinh thể bẩm sinh
Q12.4,Thủy tinh thể hình cầu
Q12.9,Các dị tật thủy tinh thể bẩm sinh không đặc hiệu
Q13,Dị tật bẩm sinh phần trước mắt
Q13.0,Tật khuyết mống mắt
Q13.1,Tật không có mống mắt
Q13.2,Các dị tật bẩm sinh khác của mống mắt
Q13.4,Các dị tật bẩm sinh khác của giác mạc
Q13.5,Củng mạc xanh
Q13.8,Các dị tật bẩm sinh khác ở phần trước của mắt
Q13.9,Dị tật bẩm sinh phần trước không đặc hiệu
Q14,Các dị tật bẩm sinh phần sau của mắt
Q14.0,Dị tật bẩm sinh thủy tinh dịch
